tem,PH,tur,elec,oxy
23.1,6.93,25,426,3.24
23.1,7.02,28,426,3.03
23,7.49,30,426,3.1
23.3,7.05,28,417,3.66
23.3,7.07,35,417,3.9
23.4,7.12,43,430,3.98
24.3,7.64,65,433,5.69
24.3,7.25,73,492,5.35
24.3,7.19,97,555,4.7
24,7.15,64,504,4.09
24,7.48,59,477,3.89
23.9,7.12,49,457,4
23.8,7.11,39,428,3.89
23.4,7.06,40,391,3.61
23.3,7.5,25,392,3.28
23.4,7.04,36,395,3.33
23.2,7.03,39,396,3.4
23.3,7.03,128,400,3.17
23.3,7.35,52,386,2.87
23.1,7.01,65,439,3.08
23.1,6.99,57,596,2.45
23.1,7,51,603,2.57
23.1,7.4,40,520,2.09
22.9,7.01,81,498,3.64
23,6.97,30,423,2.95
23.1,6.96,23,417,3.21
23.2,7.37,21,411,3.44
23.3,6.96,32,413,3.29
23.3,6.97,29,411,3.32
23.3,7.04,64,420,4.31
23.3,7.29,77,422,3.89
23,7.01,121,365,3.51
23,6.97,138,421,3.64
22.9,6.95,130,420,3.16
22.8,7.15,110,449,2.73
22.8,6.93,75,392,2.3
22.8,6.92,55,389,2.49
22.8,6.9,52,383,2
22.8,7.07,44,377,1.77
22.8,6.85,22,363,1.7
22.9,6.87,27,368,1.82
22.9,6.85,28,371,1.73
22.9,6.86,22,374,1.5
22.8,6.84,24,374,1.64
22.8,6.84,27,395,2.17
22.9,6.84,35,451,2
23,7.16,47,433,1.84
23,6.87,27,394,1.5
23.2,6.86,19,377,1.38
23.2,6.84,28,374,1.3
23.2,7.04,11,328,1.62
23.3,6.82,44,362,1.55
23.3,6.83,22,365,1.62
23.3,6.82,13,365,1.42
23.5,7.1,23,374,1.57
23.6,6.85,28,392,1.83
23.5,6.86,45,516,2.42
23.5,6.88,43,624,1.66
23.4,7.13,44,562,1.69
23.5,6.93,29,501,1.49
23.4,6.89,22,417,1.59
23.4,6.86,6,392,1.83
23.4,7.08,6,371,1.97
23.4,6.82,15,343,1.45
23.4,6.82,7,344,1.3
23.3,6.82,4,344,1.57
23.4,7,4,359,1.25
23.4,6.83,9,377,2.3
23.3,6.83,9,368,1.68
23.3,6.82,7,371,1.94
23.4,7.04,11,463,2.04
23.4,6.85,26,476,1.33
23.6,6.85,9,438,1.58
23.6,6.84,11,420,2.49
23.8,6.98,21,410,1.36
23.7,6.8,15,380,1.14
23.6,6.81,13,389,1.32
23.6,6.8,15,389,1.26
23.7,6.98,19,389,1.11
24.1,6.84,50,398,2.79
24.5,6.83,59,572,2.86
24.6,6.84,37,885,2.36
24.6,7.03,46,903,1.18
24.6,6.9,49,755,1.27
24.5,6.92,35,569,2.19
24.3,6.87,33,415,1.22
24.4,6.93,19,490,1.22
23.9,6.78,19,377,2.43
23.8,6.76,15,433,1.53
23.8,6.76,16,445,1.59
23.8,6.81,19,600,1.42
23.8,6.75,6,554,1.93
23.7,6.75,8,483,1.52
23.8,6.74,17,458,1.72
23.9,6.78,7,448,1.39
23.9,6.74,13,482,2.31
24.4,6.76,26,454,2.64
24.4,6.76,19,454,2.52
24.9,7.68,35,511,2.78
26.6,7.01,44,417,4.53
26.3,7.03,29,476,4.74
25.6,6.74,36,535,4.55
25.8,7.45,47,526,4.6
26,6.98,70,504,4.92
26.6,7.07,143,473,4.93
25.9,6.93,109,757,2.88
25.7,7.41,80,962,2.18
25.6,6.95,93,837,2.21
25.4,6.94,69,702,1.93
25.2,6.92,46,470,1.86
25.1,7.39,35,420,1.9
25,6.91,37,417,1.83
24.8,6.9,32,417,1.85
24.8,6.89,31,405,1.81
24.8,7.31,18,405,1.7
24.6,6.88,25,405,1.64
24.6,6.88,20,392,1.72
24.7,6.89,20,392,1.81
25,7.33,26,392,2.03
25.3,6.84,47,393,2.47
25.6,6.85,34,411,2.31
25.8,6.86,34,405,3.25
27.7,7.26,44,400,4.41
28.7,6.89,44,417,5.66
28,6.87,50,419,4.95
28.2,6.82,54,407,4.87
26.8,7.21,41,426,5.24
26.7,6.9,50,439,5.54
26.2,6.85,48,450,4.73
25.6,6.81,47,485,3.76
25.5,7.08,31,514,3.42
25.4,6.82,37,529,3.17
25.3,6.76,24,541,2.96
25.9,6.72,45,495,3.63
26.4,7.06,87,471,3.41
26.4,6.82,45,470,4.63
26.4,6.82,45,470,5.08
26.6,6.82,38,467,5.06
26.8,7.04,44,470,4.65
26.7,6.84,61,470,4.63
26.6,6.84,42,476,4.64
26.7,6.82,29,473,4.96
27,7.01,41,479,5.07
27.3,6.89,35,479,6.96
27.8,6.92,35,470,8.35
28,6.88,38,463,7.5
29.4,7.09,37,467,10.27
29.6,7.09,27,460,11.07
29.5,7.18,31,450,11.44
29.3,7.18,32,450,10.54
27.8,7.08,47,476,7.34
28,6.99,40,479,8.58
27.4,6.89,43,491,6.99
26.9,6.85,41,507,5.62
26.6,6.88,29,529,5.23
26.5,6.82,14,523,5.6
26.5,6.84,18,516,5.79
26.4,6.87,27,516,5.31
27,6.92,54,504,5.87
27.1,6.83,67,507,5.5
27.3,6.85,28,495,6.52
27.5,6.87,29,488,6.55
27.5,6.87,36,495,12.28
27.5,6.83,33,498,5.71
27.4,6.79,27,501,5.57
27.6,6.83,38,501,5.69
27.8,6.86,43,511,5.99
28.2,6.82,48,501,7.5
28.5,6.85,62,553,7.46
28.8,6.86,65,547,7.89
29,6.87,67,553,8.05
29.3,6.87,69,556,8.78
29.3,6.84,69,538,8.38
30,6.87,66,599,10.18
29.7,8.14,51,563,11.92
30.2,8.61,74,555,12.6
30,8.42,70,569,11.54
29.7,8.18,61,571,10.73
29.3,7.99,49,560,9.77
29.1,7.75,44,565,8.97
28.8,7.55,37,550,8.27
28.7,7.41,39,568,7.77
28.7,7.64,37,554,6.88
28.7,7.27,39,559,6.37
28.6,7.16,45,574,4.78
28.5,7.1,42,565,4.53
28.4,7.48,33,550,5.38
28.4,7.1,30,550,5.42
28.2,7.06,35,550,5.1
28.1,7.04,37,553,5.01
28.2,7.43,39,575,5.86
28.3,7.01,47,581,4.7
28.4,6.97,55,581,4
28.4,6.95,44,614,4.21
28.5,7.26,44,596,5.43
28.5,7.07,39,602,6.24
28.4,6.99,48,602,5.11
28.3,6.97,71,589,4.37
28.3,7.21,60,596,5.34
28.1,6.98,71,589,5.22
28,6.97,74,592,5.38
28,7.01,54,584,5.83
28,7.13,50,599,5.56
27.6,6.94,67,673,4.24
27.3,6.91,68,806,3.7
27.2,6.91,68,772,3.45
27,7.03,67,670,3.58
26.9,6.92,67,614,3.52
27.1,6.95,33,450,4.34
27.1,6.93,32,444,4.06
27.1,7.01,31,438,4.05
27,6.91,30,439,3.76
26.9,6.91,31,435,3.77
26.9,6.91,29,429,3.74
26.9,6.97,35,441,3.97
26.9,6.92,47,438,4.04
26.9,6.93,64,416,4.36
26.8,6.92,84,470,4.28
27,6.95,89,557,4.05
26.9,6.92,55,566,4.26
26.8,6.98,66,569,5.45
26.9,6.93,72,566,5.29
26.9,6.94,77,575,4.71
26.8,6.94,90,613,4.69
26.5,6.92,47,699,4.51
26.4,6.93,54,735,4.13
26.3,6.91,48,745,4.2
26.2,6.92,43,764,4.15
26,6.91,43,794,3.99
25.9,6.91,45,891,3.74
25.9,6.88,29,943,4.07
25.8,6.9,31,1041,3.88
25.8,6.9,28,946,3.99
25.7,6.9,35,959,3.77
25.6,6.86,36,970,3.51
25.5,6.91,25,831,4.16
25.5,6.89,24,831,4.04
25.4,6.89,35,844,3.86
25.6,6.86,39,863,4.04
25.8,6.89,50,902,3.69
26.1,6.88,59,863,4.39
26.2,6.87,54,804,4.68
26.2,6.82,56,888,4
26.6,6.86,55,846,5.26
27.6,6.84,69,843,5.94
27.6,6.83,78,828,5.58
27.3,6.79,79,819,5.32
27,6.84,73,872,5.14
26.8,6.83,58,890,5.66
26.7,6.83,73,894,5.22
26.6,6.78,67,866,4.94
26.4,6.83,62,894,4.41
26.5,6.79,68,1321,3.61
26.3,6.83,45,1126,4.09
26.3,6.77,48,995,3.88
26.2,6.81,46,1029,3.73
26.2,6.81,29,1082,4.3
26.1,6.81,36,1063,3.63
26.2,6.76,29,1091,4.33
26.1,6.8,27,1116,4.24
26.2,6.8,27,1107,4.21
26.2,6.79,29,1079,4.35
26.5,6.73,33,1050,5.04
26.6,6.77,55,1041,5.19
26.9,6.76,65,1044,5.03
27.5,6.74,59,1025,5.47
28.4,6.68,58,989,7.02
28,6.71,67,992,6.03
27.7,6.75,78,1026,5.04
28.6,6.75,74,1019,7.03
29,6.69,68,1029,8.7
28.6,6.73,57,1017,8.47
28,6.75,61,1036,7.68
27.7,6.76,77,1079,6.93
27.3,6.7,67,1194,5.39
26.9,6.74,37,1228,6.47
26.8,6.72,60,1401,4.89
26.6,6.73,51,1300,4.93
26.5,6.7,35,1296,4.94
26.3,6.73,36,1293,4.6
26.3,6.72,34,1303,4.77
26.2,6.73,26,1249,4.26
26.2,6.69,22,1206,4.53
26.1,6.72,20,1199,3.97
26.1,6.72,20,1163,4.15
26.1,6.72,20,906,3.68
26.5,6.69,26,879,4.3
27,6.71,19,879,5.55
27.5,6.69,28,871,6.78
27.5,6.69,40,925,7.15
27.9,6.68,44,996,7.59
28.1,6.72,55,1023,8.65
28,6.72,43,1015,8.84
27.7,6.74,46,1014,8.12
27.4,6.72,68,1026,7.66
27.2,6.75,80,1069,6.6
27.2,6.75,67,1057,6.95
27.2,6.74,65,1010,7.18
27.4,6.74,84,998,6.69
27.4,6.75,58,879,6.6
27.5,6.76,51,897,5.57
27.6,6.78,45,869,5.25
27.8,6.76,46,875,5.05
27.7,6.78,35,891,5.02
27.4,6.8,49,887,3.72
27.1,6.8,57,910,3.12
26.9,6.77,74,1013,2.41
26.7,6.8,76,1069,1.99
26.6,6.8,82,1212,2.96
26.5,6.81,83,1249,2.19
26.8,6.82,86,887,2.64
27,6.81,90,875,3.46
27.5,6.8,129,925,3.74
27.7,6.8,173,968,3.54
27.7,6.78,149,955,3.1
27.4,6.79,94,925,3.08
27,7.24,98,959,4.64
27.2,7.28,116,971,4.08
26.9,7.56,113,959,3.97
26.7,7.37,91,968,4.31
26.6,7.37,74,1001,4.36
26.4,7.38,64,1016,4.35
26.3,7.51,64,1044,4.25
26.2,7.36,57,1082,4.2
26.2,7.33,51,1191,4.03
26.2,7.31,60,1223,3.68
26.1,7.45,43,1158,3.88
26.1,7.3,35,1173,3.67
26,7.3,34,1207,3.59
25.9,7.29,34,1213,3.46
25.9,7.56,31,1247,3.47
25.8,7.27,32,1250,3.36
25.7,7.24,40,1263,3.21
25.6,7.22,40,1280,3.21
25.4,7.63,48,1325,3.14
25.4,7.25,35,1420,3.46
25.6,7.27,45,1462,3.77
25.8,7.22,64,1663,3.36
25.9,7.28,71,1651,3.16
26.1,7.18,57,1943,2.85
26.3,7.16,59,2080,2.77
26.3,7.23,74,1910,3.76
26.3,7.63,56,2445,2.29
25.8,7.34,45,1822,4.48
25.5,7.27,47,1569,4.06
25.7,7.17,69,2018,2.84
25.4,7.54,69,2065,2.71
25.8,7.11,51,2773,2.04
25.2,7.17,49,2423,2.46
24.9,7.18,44,2377,2.78
24.3,7.21,67,1764,3.06
24.3,7.22,69,1772,3.1
24.2,7.22,61,1567,3.39
24.5,7.2,51,1591,3.63
24.5,7.2,57,1619,3.47
24.3,7.14,57,1632,3.38
24.2,7.11,52,1635,3.32
24.1,7.13,47,1688,3.63
24.4,7.29,44,1761,4.12
24.5,7.1,68,1806,3.25
24.8,7.08,53,1932,3.58
24.9,7.09,54,1932,4.01
24.9,7.12,63,1944,4.32
25,7.09,60,1916,4.47
25.2,7.1,62,1935,5.14
25.1,7.09,98,1922,3.88
25.1,7.07,84,2084,4.66
25.1,7.11,78,2093,4.33
25,7.11,84,2287,4.11
24.9,7.13,71,2172,4.72
25,7.26,88,2728,3.55
25,7.12,59,2886,3.75
24.7,7.09,51,2684,4.36
24.5,7.13,41,2319,4.76
24.4,7.04,43,2162,4.63
24.4,7.07,59,2366,4.15
24.2,7.09,64,2354,3.95
23.8,7.14,48,2183,4.15
24,7.13,33,2234,4.69
23.8,7.12,39,2222,4.37
23.7,7.1,45,2225,4.25
23.9,7.1,51,2357,3.98
24.2,7.16,49,2647,3.67
24.4,7.07,54,2693,3.51
24.4,7.08,48,2687,3.62
24.5,7.08,64,2650,3.59
24.5,7.11,65,2606,3.6
24.4,7.08,61,2628,3.55
24.5,7.13,70,2536,4.34
24.5,7.11,66,2452,4.91
24.4,7.13,81,2380,5.13
24.3,7.1,54,2253,6.54
24.4,7.11,77,2318,5.21
24.4,7.11,88,2405,3.83
24.3,6.97,53,2471,3.29
24.3,7.09,58,2536,3.01
24.2,7.06,44,2490,3.09
24.1,7.07,31,2288,4.24
24,7.11,70,2294,3.86
24.2,7.06,68,2465,3.02
24.3,7.05,59,2650,2.56
23.9,7.07,53,2288,3.31
23.8,7.15,27,2099,4.74
23.9,7.07,61,2250,3.48
24,7.04,64,2439,2.65
24,7.04,53,2542,2.95
24,7.06,60,2569,3.04
23.7,7.04,49,2400,3.42
23.8,7.03,44,2409,4.2
23.8,7.03,60,2470,3.51
23.8,7.06,47,2402,4.53
23.8,7.04,67,2386,4.34
23.8,7.05,84,2457,4.32
24.1,6.92,60,7042,1.57
23.8,6.94,53,4400,2.96
23.6,7.08,55,3184,2.67
23.4,7.02,55,2890,2.58
23.2,7.09,69,1724,2.45
23.1,7,68,1080,2.56
23,7.09,59,919,2.45
23.1,7.08,45,941,2.39
23.1,7.08,35,922,2.52
23.1,6.97,47,965,2.44
23.1,7.03,43,978,2.36
23.1,7.06,43,1064,3.04
23.1,7.03,51,1051,2.48
23,7.08,35,996,2.69
22.9,7.06,38,873,2.77
22.9,7.06,49,734,2.58
22.9,7.03,63,639,2.36
23,6.99,61,630,2.27
23.4,6.98,42,563,1.82
23.6,6.99,35,557,1.71
23.6,7,39,563,1.76
23.6,7.02,34,578,1.88
23.6,6.97,42,566,1.95
23.7,6.98,35,554,1.69
23.7,7,43,529,1.55
23.6,6.87,47,533,1.6
23.4,6.98,48,548,1.6
23,6.96,56,578,1.47
22.8,6.96,58,608,1.3
22.8,6.96,54,599,1.24
22.9,6.94,41,492,1.14
23,6.92,31,460,0.98
23.3,6.92,20,447,0.94
23,6.9,26,563,0.98
22.9,6.92,22,490,1.19
22.9,6.91,20,503,1.01
22.8,6.9,20,508,1.17
22.8,6.93,20,505,1.07
22.9,6.9,20,785,1.25
22.6,6.9,19,520,1.05
22.7,6.9,19,585,1.17
22.8,6.79,19,582,0.97
22.7,6.93,18,576,1.24
22.6,6.94,21,455,1.41
22.6,6.92,21,507,1.72
22.8,6.94,25,582,1.53
22.9,6.92,17,655,1.03
22.9,6.94,28,624,1.29
22.8,6.92,17,689,0.99
22.8,6.94,26,560,1.95
22.8,6.94,32,551,1.54
22.6,6.93,48,615,1.51
22.3,6.93,35,717,1.13
22.1,6.85,36,743,1.15
22.1,6.94,31,693,1.43
22.1,6.91,28,594,1.29
22.2,6.89,19,498,1.36
22.2,6.79,17,461,1.35
22.2,6.84,22,538,1.34
22.1,6.87,22,548,1.25
22,6.84,22,547,1.19
22.2,6.83,26,959,1.34
21.8,6.89,29,662,1.31
21.6,6.87,30,681,1.72
21.4,6.88,29,436,1.98
21.4,6.73,29,533,1.94
21.5,6.84,35,549,1.89
21.6,6.81,43,561,1.92
21.6,6.82,42,583,2.05
21.7,6.68,52,635,1.73
21.8,7.25,37,662,3.82
21.9,7.31,33,674,4.21
22,7.31,40,639,4.19
21.9,7.57,42,860,3.89
21.7,7.22,53,731,3.24
21.6,7.2,50,743,3.04
21.4,7.18,54,648,3.07
21.2,7.45,55,675,2.76
21.2,7.16,58,697,2.52
21.3,7.11,48,647,2.31
21.4,7.07,28,472,2.03
21.6,7.48,19,393,1.92
21.5,6.97,16,369,1.87
21.4,7.05,23,478,2.15
21.4,7.04,19,400,1.88
21.4,7.48,16,504,1.99
21.5,7.08,26,684,2.11
21.5,7.07,19,833,2.05
21.4,7.07,22,639,2.03
21.3,7.53,18,486,2.07
21.4,7.06,18,481,2.3
21.5,7.08,24,519,2.3
21.5,7.09,26,508,2.65
21.6,7.47,32,551,2.49
21.8,7.12,28,511,3.16
21.8,7.12,28,510,3.42
21.8,7.06,33,468,2.81
21.8,7.54,33,545,2.41
21.7,7.04,34,629,2.21
21.8,7.05,40,594,2.35
21.8,7.03,35,531,2.24
21.9,7.58,48,615,2.35
21.9,7.05,64,656,2.02
21.9,7.05,56,677,2.06
22,7.05,46,621,1.88
21.9,7.6,31,500,1.65
21.9,7.04,27,462,1.68
21.8,7.02,22,426,1.74
21.8,7,19,397,1.72
21.8,7.56,19,400,1.66
21.7,7.01,19,408,1.78
21.6,6.97,17,390,1.99
21.7,6.98,22,446,1.91
21.7,7.53,22,491,1.81
21.8,6.97,19,408,2.06
21.9,6.97,20,489,2.02
22.1,6.98,20,627,2.02
22.2,7.53,18,418,2.71
22.5,7.03,33,393,3.18
22.6,7.01,35,448,3.03
22.8,7.02,36,448,3.24
22.6,7.58,38,461,2.87
22.9,7.03,68,532,3.48
23.2,7.07,59,425,3.74
23.4,7.05,71,409,3.7
23.3,7.64,56,426,3.05
23.3,7.03,70,773,2.33
23.3,7.04,71,773,2.34
23.3,7.06,61,734,2
23.4,7.69,48,668,1.77
23.3,7.03,32,452,2.09
23.3,7.01,32,433,1.93
23.2,7.01,35,433,1.97
22.9,7.61,46,430,1.9
22.8,6.97,47,419,2.37
22.8,7,48,515,2.37
22.9,7.01,50,596,2.51
23,7.62,45,721,2.67
23.2,7.03,58,699,2.72
23.4,7.03,54,724,2.75
23.5,7.02,46,844,2.77
23.8,7.56,42,749,3.44
24.3,7.07,48,734,3.91
24.4,7.09,48,736,4.07
24.7,7.09,52,702,4.29
24.5,7.54,56,743,4.23
24.5,7.12,35,761,4.6
24.6,7.11,63,776,4.71
24.4,7.12,67,841,4.49
24.3,7.46,65,733,4.27
24.1,7.1,45,612,4.25
24,7.08,35,624,4.37
23.9,7.09,41,633,4.18
23.8,7.22,41,652,4.03
23.8,7.05,49,641,3.88
23.8,7.03,46,639,3.53
23.7,7.03,41,623,3.6
23.6,7.25,33,582,3.67
23.4,7.01,31,581,3.59
23.5,7,36,606,3.51
23.6,6.99,33,579,3.7
23.8,7.17,35,542,4.15
23.8,7,46,570,3.75
23.8,6.96,41,597,3.4
23.9,6.93,45,624,3.29
24.2,7.01,41,627,3.73
24.7,6.93,37,591,4.89
25,6.94,39,578,5.26
25.3,7.4,44,658,5.5
25.4,7.63,48,900,5.6
25.2,7.41,40,1298,5.27
25.1,7.42,47,1349,5.33
25.1,7.44,41,1373,5.52
25.2,7.75,41,1187,6.3
25.2,7.56,44,1163,6.34
25.1,7.57,36,1135,6.38
25,7.56,39,1064,6.25
25,7.72,41,1163,5.74
25,7.44,44,1327,5.45
24.9,7.48,34,1114,5.7
24.7,7.51,25,1089,5.8
24.7,7.72,19,965,6.07
24.7,7.53,17,946,5.91
24.6,7.52,18,934,5.69
24.7,7.54,22,940,5.82
25,7.75,24,986,6.08
25,7.54,45,995,6.12
25,7.49,48,998,5.5
25.2,7.45,44,1023,5.3
25.6,7.78,42,1010,5.92
25.8,7.67,38,1016,6.92
25.9,7.75,42,1019,7.03
25.8,7.61,45,1157,6.24
25.8,7.81,43,1272,6.68
25.9,7.77,31,1221,7.28
25.7,7.66,39,1401,6.66
26,7.99,32,1132,8.04
25.8,7.84,45,1428,6.6
25.8,7.86,24,1385,7.57
25.8,7.85,28,1327,7.49
25.7,7.8,28,1255,7.11
25.7,7.96,22,1178,7.4
25.6,7.84,28,1227,7.28
25.5,7.8,20,1016,7.21
25.5,7.79,20,995,7.18
25.5,7.84,21,1001,7.03
25.4,7.74,20,995,6.98
25.5,7.73,22,974,6.87
25.6,7.84,22,968,7.13
26,7.99,28,989,7.64
26.4,8.18,28,986,8.68
26.9,8.3,37,1013,8.98
26.8,8.19,31,971,8.24
29.3,8.49,35,971,10.56
29.2,8.7,38,915,9.92
29.4,8.69,45,928,10.39
29.3,8.46,40,1089,8.64
29.3,8.24,50,1204,9.03
29.2,8.54,38,1371,8.65
28.9,8.64,34,1372,9.59
28.4,8.61,32,1297,8.76
28.2,8.48,29,1564,8.27
27.8,8.22,28,1675,7.18
27.4,8.01,23,1747,6.53
27.3,7.91,21,1776,5.98
27.2,7.96,19,1724,6.21
27.1,7.8,18,1706,5.49
27.1,7.8,11,1688,5.47
27.1,7.71,15,1636,5.06
27.2,7.85,16,1611,5.41
27.1,7.7,16,1572,4.78
27.2,7.64,16,1556,4.09
27.3,7.61,21,1553,3.78
27.7,7.82,32,1526,5.11
28.6,8.22,18,1560,7.74
29,8.27,21,1503,8.07
29.6,8.4,29,1557,8.68
30.1,8.15,35,1569,8.02
29.8,8.39,31,1560,6.58
29.1,8.01,24,1628,4.77
28.9,7.85,34,1684,3.84
28.2,7.68,37,1920,3.55
27.9,7.55,24,2068,2.31
27.6,7.37,34,2376,1.93
27.7,7.42,13,2093,2.23
27.8,7.53,18,2090,3.53
27.8,7.39,15,2102,2.49
27.7,7.36,11,2046,2.02
27.7,7.34,10,2005,1.88
27.7,7.48,16,1965,2.3
27.7,7.33,9,1910,1.75
27.8,7.34,9,1872,2.28
27.9,7.31,11,1761,2.35
28.1,7.45,14,1809,3.11
28,7.3,14,1770,2.03
28.1,7.26,14,1643,1.88
28.1,7.25,16,1684,2.22
28.7,7.41,16,1582,3.29
29.2,7.29,13,1536,3.43
29.7,7.27,15,1585,3.4
30.5,7.32,19,1536,4.36
31.4,7.45,29,1482,6.94
31.6,7.44,28,1460,7.01
32.3,7.35,44,1435,5.83
32.3,7.29,59,1467,4.72
32.3,7.38,104,1429,4.69
31,7.28,42,1666,3.45
30.5,7.22,30,1818,3.36
30.2,7.21,30,1885,3.25
30.1,7.28,37,1885,2.9
29.9,7.19,28,1869,1.82
29.8,7.21,31,1851,0.96
29.6,7.2,25,1829,1.1
29.5,7.25,49,1758,1.29
29.4,7.22,35,1749,0.87
29.3,7.21,34,1774,1.17
29.2,7.19,24,1828,1.22
29.2,7.24,36,1770,0.92
29.1,7.2,39,1761,0.34
29,7.19,29,1801,0.51
29,7.18,33,1807,0.33
29.5,7.23,50,1691,0.64
29.4,7.19,56,1682,0.35
30.2,7.16,44,1761,1.07
30.7,7.15,42,1813,1.64
31.1,7.21,47,1926,3.74
31.3,7.15,43,1828,3.23
31.4,7.15,62,1935,3.65
31.4,7.16,52,1992,3.49
31.6,7.23,82,1918,3.97
31.4,7.19,68,1940,1.62
31.4,7.2,78,1912,1.13
31.1,7.2,75,1926,0.66
31,7.23,61,1922,1.74
30.7,7.21,40,1920,0.86
30.5,7.2,37,1935,0.53
30.4,7.19,29,1928,0.48
30.4,7.22,37,1931,1.11
30.2,7.2,31,1923,0.31
30.1,7.19,26,1907,0.39
30,7.19,26,1926,0.49
30,7.2,32,1925,0.63
29.8,7.19,27,1897,0.24
29.7,7.18,32,1935,0.34
29.8,7.17,23,1907,0.26
30.1,7.2,36,1841,1.3
30.3,7.18,34,1870,0.64
30.6,7.17,35,1871,2.36
30.9,7.16,38,1891,2.62
31.2,7.19,48,1891,4.82
31.4,7.17,40,1942,3.87
31,8.77,54,1953,10.38
31.7,8.94,57,1947,10.45
31.8,8.13,101,1919,9.59
31.7,8.44,143,2005,8.45
31.4,8.02,177,1966,6.45
30.6,7.67,155,1925,4.85
30.3,7.91,98,1808,4.99
30.1,7.7,53,1759,5.66
29.9,7.66,40,1506,5.69
29.9,7.65,42,1389,5.31
29.9,7.91,48,1375,5.44
29.8,7.58,45,1347,5.15
29.8,7.58,48,1362,4.86
29.6,7.53,48,1371,4.6
29.6,7.84,45,1353,4.71
29.5,7.5,41,1358,4.54
29.5,7.47,48,1353,4.22
29.6,7.48,45,1362,4.79
30.1,7.93,44,1390,6.38
30.4,7.83,68,1382,6.82
30.8,8.04,67,1431,8.23
30.9,8.09,65,1448,8.4
31.5,8.27,66,1410,10.05
31.7,8.44,66,1488,10.3
31.9,8.37,60,1556,10.46
31.8,8.2,64,1615,10.16
31.4,8.13,67,1698,9.85
30.9,7.76,63,1802,7.92
30.7,7.67,48,1827,7.95
30.6,7.64,41,1808,7.72
30.6,7.82,40,1804,7.9
30.4,7.57,36,1810,7.24
30.3,7.5,36,1804,6.95
30.2,7.45,38,1813,6.55
30.2,7.62,39,1847,6.39
30.2,7.41,33,1804,6.35
30.2,7.38,34,1795,6.16
30.1,7.35,34,1785,5.87
30.1,7.47,38,1727,5.7
29.9,7.29,33,1678,5.08
29.8,7.24,38,1551,4.59
29.9,7.23,42,1532,4.79
30.3,7.49,43,1526,5.99
30.8,7.33,41,1539,7.52
31.2,7.3,54,1568,8.4
31.4,7.33,50,1607,9.52
31,7.45,132,1549,8.72
30.8,7.3,73,1722,7.85
30.5,7.31,103,1606,7.06
30.4,7.25,78,1669,7.14
30.2,7.83,78,1740,8.41
30.5,8.28,83,1746,7.63
30,8.37,75,1804,8.03
29.6,7.98,70,1981,6.56
29.4,7.82,69,2200,5.74
29.4,7.66,67,2380,4.86
29.3,7.63,51,1981,5.07
29.2,7.67,47,1917,4.94
29.1,7.8,49,1972,4.99
28.9,7.62,54,1996,4.52
28.8,7.55,47,2130,4.12
28.9,7.47,45,2459,3.82
28.9,7.74,45,2423,3.77
28.6,7.48,36,2353,3.95
28.5,7.42,39,2341,3.94
28.5,7.46,36,2344,4.06
28.5,7.83,36,2250,4.74
28.6,7.54,33,2238,5.3
28.6,7.42,55,2234,4.57
28.7,7.35,71,2266,3.64
28.8,7.76,64,2253,5.54
28.9,7.77,55,2263,7.07
28.9,7.82,74,2294,7.16
28.8,7.74,59,2256,6.93
28.7,7.68,56,2260,5.5
28.5,7.47,54,2259,5.34
28.4,7.44,60,2269,5.19
28.2,7.38,61,2269,5.09
28.2,7.59,69,2328,4.38
28.1,7.27,56,2477,4.12
28,7.25,58,2569,3.91
27.8,7.23,45,2423,3.97
27.7,7.44,47,2417,3.93
27.6,7.21,48,2309,3.69
27.4,7.18,44,2303,3.81
27.4,7.15,53,2300,3.47
27.3,7.34,49,2293,3.57
27.3,7.14,53,2340,3.27
27.2,7.1,45,2364,3.42
27.3,7.09,40,2445,3.72
27.5,7.28,38,2429,4.33
27.6,7.16,30,2414,5.08
27.9,7.15,41,2417,5.96
27.9,7.09,58,2396,4.53
27.8,7.26,54,2402,4.6
28,7.21,38,1983,7.8
28.3,7.33,36,1806,10.15
28.4,7.3,36,1791,11.07
28.4,7.44,42,1838,11.99
27.8,7.1,44,2468,3.99
28.1,7.36,39,1962,11.46
28,7.26,42,2015,10.28
28,7.36,48,2021,9.54
27.7,7.15,54,1941,8.19
27.7,7.04,46,2209,4.99
27.5,7.05,35,2043,5.97
27.4,7.22,49,1912,6.38
27.3,7.08,42,1928,5.36
27.2,7.03,36,1937,4.07
27.1,7.02,36,1900,4.35
27.1,7.14,43,1824,4.53
27.3,6.99,48,2259,3.01
27.3,6.96,55,2256,2.69
27.3,6.92,56,2166,2.32
27.6,7.07,50,2263,2.26
27.4,6.94,58,2080,2.6
27.4,7.01,57,1972,3.78
27.6,6.95,46,2213,1.92
27.7,7,50,2222,2.12
27.7,6.95,51,2240,2.27
27.7,6.92,69,2275,1.48
27.7,6.92,73,2195,3.11
27.5,7.73,47,2171,5.11
27.4,7.75,73,2145,6.13
27.4,7.5,86,2030,4.79
27.2,7.32,78,1877,3.55
26.8,7.59,102,1919,1.74
26.6,7.14,67,1988,1.18
26.4,7.11,76,1333,1.31
26.5,7.11,61,761,2.37
26.6,7.55,54,652,2.68
26.5,7.14,41,603,2.81
26.5,7.12,42,612,2.59
26.4,7.13,42,652,2.54
26.4,7.5,42,661,2.4
26.3,7.1,43,664,2.18
26.2,7.1,43,671,2.09
